Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Poaceae,Panicum amarum Ell. ssp. amarum,Gramineae,Panicum amarum Ell.,bitter panicgrass,N,T,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum capillare L. ssp. capillare,Gramineae,Panicum capillare L. var. capillare; Panicum capillare L. var. occidentale Rydb.,witch panicgrass,N,,Angelo and Boufford (1998); Kartesz (1999),P.c. var occidentale not in AH; FNA places here,,,,,,,
Poaceae,Panicum dichotomiflorum Michx. var. dichotomiflorum,Gramineae,Panicum dichotomiflorum Michx. var. dichotomiflorum; Panicum dichotomiflorum Michx. var. geniculatum (Wood) Fern.,fall panicgrass; fall panicum,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum flexile (Gattinger) Scribn.,Gramineae,same,wiry panicgrass,N,,Dowhan (1979); Brumback and Mehrhoff (1996),,,,,,,,
Poaceae,Panicum miliaceum L. ssp. miliaceum,Gramineae,Panicum miliaceum L.,Proso millet; broomcorn millet,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum philadelphicum Bernh. ex Trin. ssp. gattingeri (Nash) Freckmann & Lelong,Gramineae,Panicum gattingeri Nash,Philadelphia panicgrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum philadelphicum Bernh. ex Trin. ssp. philadelphicum,Gramineae,Panicum philadelphicum Bernh.,Philadelphia panicgrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum tuckermannii Fern.,Gramineae,same,Tuckerman's panicgrass,N,,Seymour (1982),,,,,,,,
Poaceae,Panicum verrucosum Muhl.,Gramineae,same,warty panicgrass,N,SCH,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Panicum virgatum L.,Gramineae,Panicum virgatum L. var. virgatum; Panicum virgatum L. var. cubense Griseb.; Panicum virgatum L. var. spissum Linder,switch panicgrass; switchgrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Paspalum laeve Michx.,Gramineae,Paspalum laeve Michx. var. laeve; Paspalum laeve Michx. var. ciculare (Nash) Fern.; Paspalum laeve Michx. var. pilosum Scribn.,field beadgrass,N,En,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Paspalum setaceum Michx. var. muhlenbergii (Nash) D. Banks,Gramineae,same,slender beadgrass; bead grass,N,,Angelo and Boufford (1998), no distinctions made at varietal level in NDDB,,,,,,,
Poaceae,Paspalum setaceum Michx. var. psammophilum (Nash) D. Banks,Gramineae,same,slender beadgrass,N,SCH,Angelo and Boufford (1998), no distinctions made at varietal level in NDDB,,,,,,,
Poaceae,Paspalum setaceum Michx. var. setaceum,Gramineae,same,slender beadgrass,N,,Angelo and Boufford (1998),no distinctions made at varietal level in NDDB,,,,,,,
Poaceae,Phalaris arundinacea L.,Gramineae,same,reed canary grass,I,,Angelo and Boufford (1998); Kartesz (1999),considered native by Haines,,,,,,,
Poaceae,Phalaris canariensis L.,Gramineae,same,canary grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Phleum pratense L.,Gramineae,Phleum pratense L. var. pratense; Phleum pratense L. var. nodosum (L.) Huds.,common Timothy,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,"Phragmites americanus (Saltonstall, P.M. Peterson, & Soreng) A. Haines",new,new,American reed,N,,CONN,,,,,,,,
Poaceae,Phragmites australis (Cav.) Trin. ex Steud. var. australis,Gramineae,Phragmites australis (Cav.) Trin. ex Steud.,common reed,I,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Piptatherum pungens (Torr ex Spreng.) Dorn,Gramineae,Oryzopsis pungens (Torr.) Hitchc.,short-awned mountain-rice grass,N,En,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Piptatherum racemosum (Sm.) Eat.,Gramineae,Oryzopsis racemosa (Sm.) Ricker,black-seeded mountain-rice grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Piptochaetium avenaceum (L.) Parodi,Gramineae,Stipa avenacea L.,black-seeded spear grass; black oat-grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa alsodes Gray,Gramineae,same,grove blue grass; woodland blue grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa annua L.,Gramineae,same,annual blue grass; spear grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa bulbosa L. ssp. vivipara (Koel.) Arcang.,new,new,bulbous blue grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa compressa L.,Gramineae,same,"flat-stemmed blue grass, Canada blue grass",I,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa nemoralis L.,Gramineae,same,wood blue grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa palustris L.,Gramineae,same,fowl blue grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Poa pratensis L. ssp. pratensis,Gramineae,Poa pratensis L.,Kentucky blue grass,E,,Seymour (1982),,,,,,,,
Poaceae,Poa saltuensis Fern. & Wieg. ssp. languida (A.S. Hitchc.) A. Haines,Gramineae,Poa languida Hichc.,weak spear grass; woodland blue grass,N,,,,,,,,,,
Poaceae,Poa saltuensis Fern. & Wieg. ssp. saltuensis,Gramineae,Poa saltuensis Fern. & Wieg.,weak spear grass,N,,Seymour (1982),,,,,,,,
Poaceae,Poa trivialis L. ssp. trivialis,Gramineae,Poa trivialis L.,rough-sheathed blue grass; rough-stalked meadow-grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Polypogon monspeliensis (L.) Desf.,Gramineae,same,annual rabbit's-foot grass; rabbit-foot grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Polypogon viridis (Gouan) Breistr.,Gramineae,Agrostis semiverticillata (Forsk.) C. Christ.,beardless rabbit's-foot grass; water bent,E,,Barkworth (2007); Dowhan (1979),,,,,,,,
Poaceae,Pseudosasa japonica (Sieb. & Zucc. ex Steud.) Makino ex Nakai,new,new,Japanese arrow bamboo,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Psuedosasa japonica (Seib. & Zucc. ex Steud.) Makino ex Nakai,Gramineae,Psuedosasa japonica (Seib. & Zucc.) Makino,bamboo,E,,,,,,,,,,
Poaceae,Puccinellia distans (Jack.) Parl.,Gramineae,Puccinellia distans (L.) Parl. var. distans; Puccinellia distans (L.) Parl. var. angustifolia (Blytt) Holmb.,spreading alkali grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Puccinellia fasciculata (Torr.) Bickn.,Gramineae,same,saltmarsh alkali grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Puccinellia maritima (Huds.) Parl.,new,new,seaside alkali grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Puccinellia pumila (Vasey) A.S. Hitchc.,Gramineae,Puccinellia paupercula (Holm.) Fern. & Weath. var. alaskana (Scribn. & Merr.) Fern. & Weath.,tundra alkali grass; goose grass,N,SCH,Angelo and Boufford (1998); Kartesz (1999),NDDB lists P. tenelis ssp. Alaskana; P.p. var. alskana not reported in AH: FNA places here. Not clear if this taxon should be SC.,,,,,,,
Poaceae,Schedonorus arundinaceus (Schreb.) Dumort.,Gramineae,Festuca arundinacea Schreb.,tall rye grass; tall fescue,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Schedonorus giganteus (L.) Holub,new,new,giant rye grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Schedonorus pratensis (Huds.) Beauv.,Gramineae,Festuca elatior L.,meadow rye grass; meadow festuca,E,,Angelo and Boufford (1998); Kartesz (1999),"Festuca elatior L., pro parte;",,,,,,,
Poaceae,Schizachne purpurascens (Torr.) Swallen,Gramineae,same,false melic grass,N,SC,,,,,,,,,
Poaceae,Schizachyrium littorale (Nash) Bickn.,Gramineae,Andropogon scoparius Michx. var. littoralis (Nash) Hitchc.,dune bluestem,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Schizachyrium scoparium (Michx.) Nash var. scoparium,Gramineae,Andropogon scoparius Michx. var. scoparius; Andropogon scoparius Michx. var. frequens F.T. Hubbard; Andropogon scoparius Michx. var. septentrionalis Fern. & Grisc.,little bluestem,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Secale cereale L.,Gramineae,same,cultivated rye,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Setaria faberi Herrm.,Gramineae,same,Chinese foxtail; giant foxtail,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Setaria italica (L.) Beauv.,Gramineae,same,"millet foxtail; foxtail millet, Italian millet",E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Setaria parviflora (Poir.) Kerguélen,Gramineae,Setaria geniculata (Lam.) Beauv.,knotroot foxtail; perennial foxtail,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Setaria pumila (Poir.) Roemer & J.A. Schultes ssp. pumila,Gramineae,Setaria glauca (L.) Beauv.,yellow foxtail,E,,Angelo and Boufford (1998),,,,,,,,
Poaceae,Setaria verticillata (L.) Beauv.,Gramineae,same,hooked foxtail; bristly foxtail,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Setaria viridis (L.) Beauv. var. viridis,Gramineae,Setaria viridis (L.) Beauv. var. viridis; Setaria viridis (L.) Beauv. var. weinmannii (R. & S.) Brand,green foxtail; common foxtail,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sorghastrum nutans (L.) Nash,Gramineae,same,Indian grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sorghum bicolor (L.) Moench var. bicolor,Gramineae,Sorghum bicolor (L.) Moench,sorghum,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sorghum halapense (L.) Pers.,Gramineae,same,Johnson grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Spartina ×caespitosa A.A. Eat.,Gramineae,same,,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Spartina alterniflora Loisel.,Gramineae,Spartina alterniflora Loisel. var. alterniflora; Spartina alterniflora Loisel. var. pilosa (Merr.) Fern.,smooth cordgrass; saltmarsh cordgrass,N,,Angelo and Boufford (1998); Kartesz (1999),S. a.var pilosa not in AH; FNA places here,,,,,,,
Poaceae,Spartina cynosuroides (L.) Roth,Gramineae,Spartina cynosuroides (L.) Roth var. cynosuroides,big cordgrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Spartina patens (Ait.) Muhl.,Gramineae,Spartina patens (Ait.) Muhl. var. patens; Spartina patens (Ait.) Muhl. var. monogyna (M.A. Curtis) Fern.,saltmeadow cordgrass; white rush,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Spartina pectinata Link,Gramineae,Spartina pectinata Link var. pectinata; Spartina pectinata Link var. suttiei (Farw.) Fern.,"prairie cordgrass; freshwater cordgrass, slough grass",N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sphenopholis intermedia (Rydb.) Rydb.,Gramineae,Sphenopholis intermedia Rydb.,slender wedgescale,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sphenopholis nitida (Biehler) Scribn.,Gramineae,same,shiny wedgescale; shining wedgescale,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sphenopholis obtusata (Michx.) Scribn.,Gramineae,Sphenopholis obtusata (Michx.) Scribn. var. obtusata; Sphenopholis obtusata (Michx.) Scribn. var. lobata (Trin.) Scribn.; Sphenopholis obtusata (Michx.) Scribn. var. pubescens (Scribn. & Merr.) Scribn.,prairie wedgescale,N,,Angelo and Boufford (1998); Kartesz (1999),S.o.var.pubescens not in AH: FNA puts it here.,,,,,,,
Poaceae,Sphenopholis pensylvanica (L.) A.S. Hitchc.,Gramineae,Trisetum pennsylvanicum (L.) Beauv.,swamp wedgescale; swamp oats,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sporobolus clandestinus (Biehler) A.S. Hitchc.,Gramineae,Sporobolus clandestinus (Biehler) Hitchc.,hidden dropseed,N,En,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sporobolus compositus (Poir.) Mer. var. compositus,Gramineae,Sporobolus asper (Michx.) Kunth,rough dropseed,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sporobolus cryptandrus (Torr.) Gray,Gramineae,Sporobolus cryptandrus (Torr.) Gray var. cryptandrus,sand dropseed,N,T,,,,,,,,,
Poaceae,Sporobolus heterolepis Gray,Gramineae,same,prairie dropseed; northern dropseed,N,En,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sporobolus neglectus Nash,Gramineae,same,small dropseed,N,En,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Sporobolus vaginiflorus (Torr. ex Gray) Wood var. vaginiflorus,Gramineae,Sporobolus vaginiflorus (Torr.) Wood var. vaginiflorus; Sporobolus vaginiflorus (Torr.) Wood var. inaequalis Fern.,poverty dropseed; poverty grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Taeniatherum caput-medusae (L.) Nevski,Gramineae,Elymus caput-medusae L.,Medusa-head,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Torreyochloa pallida (Torr.) Church var. fernaldii (A.S. Hitchc.) Dore ex Koyama & Kawano,Gramineae,Torreyochloa pallida (Torr.) Church var. fernaldii (Hitchc.) Church,pale false manna grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Torreyochloa pallida (Torr.) Church var. pallida,Gramineae,same,pale false manna grass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Tridens flavus (L.) A.S. Hitchc. var. flavus,Gramineae,Tridens flavus (L.) Hitchc.,purpletop grass; tall red top,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Triplasis purpurea (Walt.) Chapman var. purpurea,Gramineae,Triplasis purpurea (Walt.) Chapm.,purple sandgrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Tripsacum dactyloides (L.) L.,Gramineae,same,eastern gamagrass; gamagrass,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Trisetum spicatum (L.) Richter,Gramineae,Trisetum spicatum (L.) Richter var. molle (Kunth) Beal,narrow false oat; spiked false oat,N,SC,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Triticum aestivum L.,Gramineae,same,bread wheat; wheat,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Triticum turgidum L.,new,new,rivet wheat,E,,Tucker (2007; Rhodora 109: 461-462),,,,,,,,
Poaceae,Vulpia myuros (L.) K.C. Gmel.,new,new,rat-tail six-weeks grass,E,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Vulpia octoflora (Walt.) Rydb. var. octoflora,new,new,eight-flowered six-weeks grass; six-week fescue; slender fescue,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Vulpia octoflora (Walt.) Rydb. var. tenella (Willd.) Fern.,Gramineae,same,eight-flowered six-weeks grass; six-week fescue; slender fescue,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Zea mays L. ssp. mays,new,new,corn,E,,,,,,,,,,
Poaceae,Zizania aquatica L. var. aquatica,Gramineae,same,southern wild rice; wild rice,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Poaceae,Zizania palustris L. var. palustris,Gramineae,Zizania aquatica L. var. angustifolia Hitchc.,northern wild rice; wild rice,N,,Angelo and Boufford (1998); Kartesz (1999),,,,,,,,
Podostemaceae,Podostemum ceratophyllum Michx.,same,same,horn-rimmed riverweed,N,SC,,,,,,,,,
Polemoniaceae,Collomia linearis Nutt.,same,same,narrow-leaved mountain trumpet; collomia,E,,Dowhan (1979),,,,,,,,
Polemoniaceae,Phlox divaricata L. ssp. divaricata,new,new,wild blue phlox,E,,Magee and Ahles (1999); specimens at CONN (images seen!),,,,,,,,
Polemoniaceae,Phlox drummundii Hook ssp. drummondii,new,new,annual phlox,E,,?,,,,,,,,
Polemoniaceae,Phlox maculata L. ssp. maculata,same,Phlox maculata L.,spotted phlox; wild sweet-William,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polemoniaceae,Phlox paniculata L.,same,same,fall phlox; garden phlox,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polemoniaceae,Phlox pilosa L. ssp. pilosa,same,Phlox pilosa L.,downy phlox,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polemoniaceae,Phlox subulata L. ssp. subulata,same,Phlox subulata L.,moss phlox; moss pink,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polemoniaceae,Polemonium reptans L. var. reptans,same,Polemonium reptans L.,spreading Jacob's-ladder,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala ambigua Nutt.,same,Polygala verticillata L. var. ambigua (Nutt.) Wood,alternate milkwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala cruciata L. ssp. aquilonia (Fern. & Schub.) A. Haines,same,Polygala cruciata L. var. aquilonia Fern. & Schub.,drum-heads milkwort,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala nuttallii Torr. & Gray,same,same,Nuttall’s milkwort,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala paucifolia Willd.,same,same,"fringed milkwort, gaywings",N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala polygama Walt.,same,Polygala polygama Walt. var. obtusata Chodat.,racemed milkwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala sanguinea L.,same,same,blood milkwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala senega L.,same,same,Seneca milkwort,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Polygalaceae,Polygala verticillata L.,same,Polygala verticillata L. var. verticillata; Polygala verticillata L. var. isocycla Fern.,whorled milkwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fagopyrum esculentum Moench,Polygonaceae,same,garden buckwheat,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fallopia ×bohemica (Chrtek & Chrtková) J.P. Bailey,new,new,,E,,Les Mehrhoff (IPANE data); Zika and Jacobson (2003; Rhodora 105: 143-152),F. japanica x F. sachalinensis hybrid,,,,,,,
Polygonaceae,Fallopia cilinodis (Michx.) Holub,Polygonaceae,Polygonum cilinode Michx.,fringed bindweed; fringed black bindweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fallopia convolvulus (L.) A. Löve,Polygonaceae,Bilderdykia convolvulus (L.) Dumort.,black bindweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fallopia cristata (Engelm. & Gray) Holub,Polygonaceae,Polygonum cristatum Engelm. & Gray,crested bindweed; bush bindweed,N,,Seymour (1982); specimens at NEBC!,,,,,,,,
Polygonaceae,Fallopia dumatorum (L.) Holub,Polygonaceae,Bilderdykia dumetorum (L.) Dumort.,thicket bindweed; false buckwheat,E,,,,,,,,,,
Polygonaceae,Fallopia japonica (Houtt.) R. Decr. var. japonica,Polygonaceae,Reynoutria japonica Houtt.,Japanese knotweed,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fallopia sachalinensis (F.S. Petrop. ex Maxim.) R. Decr.,Polygonaceae,Reynoutria sachalinensis (F. Schmidt) Nakai,giant knotweed,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Fallopia scandens (L.) Holub,Polygonaceae,Polygonum scandens L.,bindweed; climbing false buckwheat,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria amphibia (L.) S.F. Gray ssp. laevimarginata (Hultén) Soják,Polygonaceae,Polygonum amphibium L. var. stipulaceum (Coleman) Fern.,water smartweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria arifolia (L.) Haroldson,Polygonaceae,Polygonum arifolium L. var. pubescens (Keller) Fern.,halberd-leaved tearthumb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria careyi (Olney) Greene,same,Polygonum careyi Olney,Carey's smartweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria coccinea (Muhl. ex Willd.) Greene,Polygonaceae,Polygonum coccineum Muhl.,scarlet smartweed; floating or water smartweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria extremiorientalis (Vorosch.) Tzvelev,new,new,far eastern smartweed,E,,Atha et al. (2010; Journal of the Torrey Botanical Society 137: 333-338),not included in Flora Nova-angliae; Atha cites 2 CT specimens,,,,,,,
Polygonaceae,Persicaria hydropiper (L.) Opiz,Polygonaceae,Polygonum hydropiper L.,water-pepper smartweed; common smartweed or water pepper,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria hydropiperoides (Michx.) Small,Polygonaceae,Polygonum hydropiperoides Michx.; Polygonum opelousanum Riddle var. opelousanum; Polygonum opelousanum Riddle var. adenocalyx Stanford,false water-pepper smartweed; mild water-pepper,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria lapathifolia (L.) S.F. Gray,Polygonaceae,Polygonum lapathifolium L. var. lapathifolium; Polygonum lapathifolium L. var. salicifolium Sibth.,dock-leaved smartweed; pale smartweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria longiseta (Bruijn) Kitagawa,Polygonaceae,Polygonum caespitosum Blume var. longisetum (Debruyn) Stewart,Oriental lady's-thumb smartweed;,I,,Seymour (1982); Kartesz (2008),Bruijn stated as Deruyn in JD,,,,,,,
Polygonaceae,Persicaria maculosa S.F. Gray,Polygonaceae,Polygonum mite Schrank; Polygonum persicaria L. var. persicaria; Polygonum persicaria L. var. ruderale (Salisb.) Meisn.,lady's-thumb smartweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria minor (Huds.) Opiz,Polygonaceae,Polygonum minus Huds. var. subcontinuum (Meisn.) Fern.,small smartweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria nepalensis (Meisn.) H. Gross,Polygonaceae,Polygonum nepalense Meisn.,Nepalese smartweed,E,,Dowhan (1979),,,,,,,,
Polygonaceae,Persicaria orientalis (L.) Spach,Polygonaceae,Polygonum orientale L.,prince's-feather smartweed; prince's feather,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria pensylvanica (L.) G. Maza,Polygonaceae,Polygonum pensylvanicum L. var. pensylvanicum; Polygonum pensylvanicum L. var. laevigatum Fern.,Pennsylvania smartweed; pinkweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria perfoliata (L.) H. Gross,new,new,mile-a-minute vine; Asiatic tearthumb,I,,Kartesz (2008); specimen at CONN,,,,,,,,
Polygonaceae,Persicaria punctata (Ell.) Small,Polygonaceae,Polygonum punctatum Ell. var. punctatum; Polygonum punctatum Ell. var. leptostachyum (Meisn.) Small,dotted smartweed; water smartweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria robustior (Small) Bickn.,Polygonaceae,Polygonum robustius (Small) Fern. ,stout dotted smartweed; stout smartweed,N,,Magee and Ahles (1999); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria sagittata (L.) H. Gross,Polygonaceae,Polygonum sagittatum L.,arrow-leaved tearthumb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Persicaria virginiana (L.) Gaertn.,Polygonaceae,Tovara virginiana (L.) Raf.,jumpseed; Virginia knotweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Polygonum articulatum L.,Polygonaceae,Polygonella articulata (L.) Meisn.,coastal jointed knotweed; coast jointweed,N,,Seymour (1982); Kartesz (2008),Authority Meissner,,,,,,,
Polygonaceae,Polygonum aviculare L. ssp. aviculare,Polygonaceae,Polygonum aviculare L.,dooryard knotweed; doorweed; knotweed,E,,Seymour (1982); Costea et al. (2005),,,,,,,,
Polygonaceae,Polygonum aviculare L. ssp. depressum (Meisn.) Arcang.,Polygonaceae,Polygonum arenastrum Bor.,dooryard knotweed; sand knotweed,E,,Seymour (1982); Kartesz (2008),P. arenastrum Bor.of Dowhan my be both P. buxiforme and P. aviculare ssp. depressum,,,,,,,
Polygonaceae,Polygonum aviculare L. ssp. neglectum (Bess.) Arcang.,new,new,dooryard knotweed; doorweed; knotweed,E,,Seymour (1982); Costea et al. (2005),,,,,,,,
Polygonaceae,Polygonum aviculare L. ssp. rurivagum (Jord. ex Boreau) Berher,Polygonaceae,Polygonum rurivagum Jordan ex Bor.,wandering knotweed,E,,Costea et al. (2005),,,,,,,,
Polygonaceae,Polygonum buxiforme Small,Polygonaceae,Polygonum arenastrum Bor.,prairie knotweed,N,,Graves et al. (1910); Kartesz (2008),P. arenastrum Bor.of Dowhan my be both P. buxiforme and P. aviculare ssp. depressum,,,,,,,
Polygonaceae,Polygonum erectum L.,Polygonaceae,same,upright knotweed; erect knotweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Polygonum glaucum Nutt.,Polygonaceae,same,seaside knotweed; Seabeach Knotweed,N,SCH,Dowhan (1979); Magee and Ahles (1999),"Reported, but not definitely known in CT (source of this?)",,,,,,,
Polygonaceae,Polygonum ramosissimum Michx. ssp. prolificum (Small) Costea & Tardif,Polygonaceae,Polygonum prolificum (Small) Robins.,yellow-flowered knotweed; shore knotweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Polygonum ramosissimum Michx. ssp. ramosissimum,Polygonaceae,Polygonum exsertum Small; Polygonum ramosissimum Michx.,bushy knotweed,N,,Seymour (1982); Kartesz (2008),inland plants considered introduced,,,,,,,
Polygonaceae,Polygonum tenue Michx.,Polygonaceae,same,sender knotweed,N,,Seymour (1982); Kartesz (2008),Coastal populations native,,,,,,,
Polygonaceae,Rheum rhabarbarum L.,Polygonaceae,Rheum rhaponticum L.,garden rhubarb,E,,Seymour (1982); Kartesz (2008),Appendix a of JD.,,,,,,,
Polygonaceae,Rumex acetosa L.,Polygonaceae,same,common dock; garden sorrel,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex acetosella L. ssp. pyrenaicus (Pourret ex Lapeyr.) Akeroyd,Polygonaceae,Rumex acetosella L.,sheep sorrel; sheep dock,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Polygonaceae,Rumex altissimus Wood,Polygonaceae,same,pale dock; tall dock,E,,Seymour (1982); Kartesz (2008),,,,,,,,
